x = 189.8432, y = -267.2042, z = 127.9724, angle = -100, collision = h0001B1
x = 422.7132, y = -375.9256, z = 326.3264, angle = -66.66747, collision = h0046B1
x = 423.8856, y = -375.9251, z = 325.8108, angle = -99.45893, collision = h0046B1
x = 425.1125, y = -375.9244, z = 325.8714, angle = -148.3497, collision = h0046B1
x = 425.8213, y = -375.924, z = 326.8708, angle = -163.1785, collision = h0046B1
x = 426.219, y = -375.9243, z = 328.1584, angle = 175.9928, collision = h0046B1
x = 426.1681, y = -375.9251, z = 329.3685, angle = 128.9358, collision = h0046B1
x = 425.2138, y = -375.9253, z = 330.3134, angle = 99.97983, collision = h0046B1
x = 424.0523, y = -375.9258, z = 330.5919, angle = 140.4493, collision = h0046B1
x = 424.4811, y = -375.4705, z = 332.0085, angle = -167.4965, collision = h4601B1
x = 424.7761, y = -375.8148, z = 333.347, angle = 177.9195, collision = h4601B1
x = 424.6954, y = -375.9268, z = 334.5101, angle = 129.1632, collision = h0046B1
x = 423.6768, y = -375.9274, z = 335.4051, angle = 130.4014, collision = h0046B1
x = 422.7477, y = -375.9279, z = 336.1894, angle = 138.0719, collision = h0046B1
x = 421.8618, y = -375.9285, z = 337.1661, angle = -168.5618, collision = h0046B1
x = 421.8712, y = -375.9289, z = 338.2992, angle = -107.5572, collision = h0046B1
x = 423.0222, y = -375.9287, z = 338.7532, angle = -61.40056, collision = h0046B1
x = 424.164, y = -375.9283, z = 338.237, angle = -11.16668, collision = h0046B1
x = 424.5523, y = -375.928, z = 337.0721, angle = -82.78014, collision = h0046B1
x = 425.8142, y = -375.9295, z = 336.8199, angle = -148.4288, collision = h0046B1
x = 426.4964, y = -375.9295, z = 337.7847, angle = 143.9272, collision = h0046B1
x = 425.9116, y = -375.9295, z = 338.9538, angle = 145.811, collision = h0046B1
x = 425.2841, y = -375.9295, z = 339.9341, angle = -150.4306, collision = h0046B1
x = 425.8633, y = -375.9295, z = 341.0626, angle = -79.54151, collision = h0046B1
x = 427.0367, y = -375.9295, z = 341.0063, angle = -45.55591, collision = h0046B1
x = 428.0076, y = -375.9295, z = 340.1589, angle = -48.82288, collision = h0046B1
x = 428.9617, y = -375.9295, z = 339.3217, angle = -66.46761, collision = h0046B1
x = 430.1017, y = -375.9295, z = 338.8192, angle = -67.85768, collision = h0046B1
x = 431.3335, y = -375.9295, z = 338.3122, angle = -70.67715, collision = h0046B1
x = 432.5013, y = -375.9295, z = 337.9238, angle = -95.64844, collision = h0046B1
x = 433.7644, y = -375.9295, z = 338.1436, angle = 159.452, collision = h0046B1
x = 433.4864, y = -375.9295, z = 339.2722, angle = 128.2855, collision = h0046B1
x = 432.4724, y = -375.9295, z = 340.1692, angle = 143.8255, collision = h0046B1
x = 431.6899, y = -375.9295, z = 341.0718, angle = 169.1565, collision = h0046B1
x = 431.4089, y = -375.9296, z = 342.3559, angle = -164.9081, collision = h0046B1
x = 431.6048, y = -375.9296, z = 343.5793, angle = -152.1776, collision = h0046B1
x = 432.2171, y = -375.9296, z = 344.5168, angle = -108.9435, collision = h0046B1
x = 433.3503, y = -375.9296, z = 345.0699, angle = -92.37265, collision = h0046B1
x = 434.5684, y = -375.9296, z = 345.2077, angle = -169.7669, collision = h0046B1
x = 434.9541, y = -375.9296, z = 346.4558, angle = 170.1094, collision = h0046B1
x = 434.7962, y = -375.9296, z = 347.6596, angle = -150.0389, collision = h0046B1
x = 435.414, y = -375.9296, z = 348.8642, angle = -121.0638, collision = h0046B1
x = 436.5699, y = -375.7922, z = 349.3443, angle = -29.9093, collision = h0046B1
x = 436.9848, y = -375.9296, z = 348.1283, angle = 24.61714, collision = h0046B1
x = 436.3592, y = -375.9296, z = 346.877, angle = 45.60769, collision = h0046B1
x = 435.6961, y = -375.9296, z = 345.7338, angle = -52.64887, collision = h0046B1
x = 436.7571, y = -375.8414, z = 345.0274, angle = -92.43721, collision = h0046B1
x = 438.1607, y = -375.9296, z = 345.0886, angle = -88.97663, collision = h0046B1
x = 439.0797, y = -375.9295, z = 344.4454, angle = 24.19662, collision = h0046B1
x = 438.5247, y = -375.9295, z = 343.2072, angle = 53.48966, collision = h0046B1
x = 437.3796, y = -375.9296, z = 342.4191, angle = 55.32269, collision = h0046B1
x = 436.5553, y = -375.9296, z = 341.4477, angle = -48.13118, collision = h4601B1
x = 437.6145, y = -375.9296, z = 340.6132, angle = -78.05634, collision = h0046B1
x = 438.9529, y = -375.9295, z = 340.2721, angle = -70.41492, collision = h0046B1
x = 440.2108, y = -375.9295, z = 339.8246, angle = -70.14127, collision = h0046B1
x = 441.3745, y = -375.9295, z = 339.4023, angle = -70.49863, collision = h0046B1
x = 442.5861, y = -375.9295, z = 338.974, angle = -54.51943, collision = h0046B1
x = 443.5506, y = -375.9295, z = 338.2746, angle = 31.506, collision = h0046B1
x = 443.023, y = -375.9295, z = 337.3728, angle = 90.59389, collision = h0046B1
x = 441.8046, y = -375.9295, z = 337.6129, angle = 139.3608, collision = h0046B1
x = 440.9592, y = -375.9295, z = 338.4416, angle = 177.5103, collision = h0046B1
x = 435.708, y = -375.9296, z = 342.0314, angle = 61.41299, collision = h4601B1
x = 435.7649, y = -375.4493, z = 340.8152, angle = -18.25637, collision = h4601B1
x = 436.1732, y = -375.4326, z = 339.42, angle = 57.91785, collision = h0046B1
x = 435.739, y = -375.9295, z = 338.3927, angle = 67.83717, collision = h0046B1
x = 431.7415, y = -375.9295, z = 336.6224, angle = 16.65442, collision = h0046B1
x = 431.2817, y = -375.9295, z = 335.3484, angle = 33.01921, collision = h0046B1
x = 430.6632, y = -375.9295, z = 334.3217, angle = 73.69196, collision = h0046B1
x = 429.4101, y = -375.9295, z = 333.8584, angle = 102.0578, collision = h0046B1
x = 428.2198, y = -375.9295, z = 334.0542, angle = 101.4698, collision = h0046B1
x = 426.9159, y = -375.9293, z = 334.3672, angle = 119.459, collision = h0046B1
x = 425.8344, y = -375.8627, z = 334.9489, angle = 105.6056, collision = h0046B1
x = 422.7249, y = -375.9276, z = 335.0857, angle = 34.33316, collision = h0046B1
x = 421.9028, y = -375.8043, z = 334.0406, angle = 15.25562, collision = h0046B1
x = 421.5414, y = -375.9272, z = 332.8694, angle = 21.36495, collision = h0046B1
x = 421.0806, y = -375.9269, z = 331.6599, angle = 43.13267, collision = h0046B1
x = 420.2586, y = -375.9268, z = 330.7047, angle = 0.6770766, collision = h0046B1
x = 421.6093, y = -375.9257, z = 328.4207, angle = -87.54713, collision = h0046B1
x = 422.9295, y = -375.9253, z = 328.3274, angle = -84.4264, collision = h0046B1
x = 424.1725, y = -375.9249, z = 328.2259, angle = -58.05935, collision = h0046B1
x = 425.1256, y = -375.925, z = 324.4753, angle = -21.39479, collision = h0046B1
x = 425.5584, y = -375.9174, z = 323.3176, angle = 8.669013, collision = h0046B1
x = 424.4686, y = -375.9078, z = 318.9637, angle = 1.195092, collision = h0046B1
x = 425.2866, y = -384.2034, z = 311.4277, angle = -29.27027, collision = h0046B1
x = 426.0346, y = -384.2034, z = 310.747, angle = -29.69374, collision = h0046B1
x = 426.6747, y = -384.2034, z = 309.6458, angle = -54.64702, collision = h0046B1
x = 427.7358, y = -384.2034, z = 309.0005, angle = -84.1009, collision = h0046B1
x = 428.9741, y = -384.2034, z = 308.7154, angle = -35.71291, collision = h0046B1
x = 429.5895, y = -384.2034, z = 307.6364, angle = 12.77632, collision = h0046B1
x = 429.4205, y = -384.2034, z = 306.3728, angle = -32.02085, collision = h0046B1
x = 430.0468, y = -384.2034, z = 305.2348, angle = 26.74076, collision = h0046B1
x = 429.4921, y = -384.2034, z = 304.2165, angle = 69.09711, collision = h0046B1
x = 428.2646, y = -384.2034, z = 303.8463, angle = 112.6003, collision = h0046B1
x = 427.0348, y = -384.2034, z = 304.1344, angle = 38.46118, collision = h0046B1
x = 426.2449, y = -384.2034, z = 303.1419, angle = 15.13441, collision = h0046B1
x = 425.8822, y = -384.2034, z = 301.9008, angle = 29.39465, collision = h0046B1
x = 425.1023, y = -384.2034, z = 300.9153, angle = 111.9783, collision = h0046B1
x = 423.8948, y = -384.2034, z = 301.3375, angle = 117.0642, collision = h0046B1
x = 422.7991, y = -384.2034, z = 302.0042, angle = -156.2425, collision = h0046B1
x = 423.439, y = -384.2034, z = 302.9013, angle = -95.37151, collision = h0046B1
x = 424.7204, y = -384.2034, z = 303.0245, angle = -95.56697, collision = h0046B1
x = 427.187, y = -384.2034, z = 302.4529, angle = -123.4258, collision = h0046B1
x = 428.5506, y = -384.2034, z = 305.2549, angle = 90.29802, collision = h0046B1
x = 427.2997, y = -384.2034, z = 305.3172, angle = 46.79705, collision = h0046B1
x = 431.0618, y = -384.2034, z = 305.0663, angle = -20.07517, collision = h0046B1
x = 431.3747, y = -384.2034, z = 303.894, angle = 12.7776, collision = h0046B1
x = 431.5984, y = -384.2034, z = 302.8061, angle = -127.2203, collision = h0046B1
x = 432.5567, y = -384.2034, z = 303.5385, angle = -84.14056, collision = h0046B1
x = 433.5703, y = -384.2034, z = 303.2115, angle = 27.69312, collision = h0046B1
x = 432.9766, y = -384.2034, z = 302.1105, angle = -3.166681, collision = h0046B1
x = 433.0982, y = -384.2034, z = 300.918, angle = -41.5039, collision = h0046B1
x = 434.0728, y = -384.2034, z = 300.1688, angle = -98.839, collision = h0046B1
x = 435.3604, y = -384.2034, z = 300.3466, angle = -98.94519, collision = h0046B1
x = 436.6071, y = -384.2034, z = 300.2719, angle = -53.14804, collision = h0046B1
x = 437.6526, y = -384.2034, z = 299.5018, angle = -97.28754, collision = h0046B1
x = 438.8386, y = -384.2034, z = 299.7405, angle = 174.7705, collision = h0047B1
x = 438.7195, y = -384.1584, z = 300.9021, angle = 131.8668, collision = h0047B1
x = 437.7205, y = -384.2034, z = 301.6714, angle = 95.46685, collision = h0047B1
x = 436.4754, y = -384.2034, z = 301.63, angle = 14.21657, collision = h0046B1
x = 439.763, y = -384.2034, z = 299.1371, angle = -4.224854, collision = h0047B1
x = 439.6539, y = -384.2034, z = 298.0285, angle = 62.13805, collision = h0046B1
x = 438.5661, y = -384.2034, z = 297.3464, angle = 28.03127, collision = h0046B1
x = 438.0865, y = -384.2034, z = 296.1896, angle = 12.72259, collision = h0046B1
x = 438.0273, y = -384.2034, z = 294.9229, angle = -79.05111, collision = h0046B1
x = 439.1893, y = -384.2034, z = 294.7378, angle = -86.43271, collision = h0046B1
x = 440.469, y = -384.2034, z = 294.6594, angle = -27.51055, collision = h0046B1
x = 440.8154, y = -384.2034, z = 293.5845, angle = 19.81557, collision = h0046B1
x = 440.7013, y = -384.2034, z = 292.3503, angle = -58.25697, collision = h0046B1
x = 441.7571, y = -384.2034, z = 291.8536, angle = -88.97306, collision = h0046B1
x = 443.0079, y = -384.2034, z = 291.6814, angle = -14.23175, collision = h0046B1
x = 443.2259, y = -384.2034, z = 290.4804, angle = 11.81467, collision = h0046B1
x = 443.3907, y = -384.2034, z = 289.3954, angle = -49.97797, collision = h0046B1
x = 444.4934, y = -384.2034, z = 289.2844, angle = -68.94746, collision = h0046B1
x = 445.4253, y = -384.2034, z = 288.7018, angle = 6.127759, collision = h0046B1
x = 445.1642, y = -384.2034, z = 287.5038, angle = 31.5249, collision = h0046B1
x = 444.7836, y = -384.2034, z = 286.344, angle = -59.64535, collision = h0046B1
x = 445.8827, y = -384.2034, z = 285.9835, angle = -131.3294, collision = h0046B1
x = 446.9216, y = -384.2034, z = 286.7194, angle = -55.95588, collision = h0046B1
x = 447.8716, y = -384.2034, z = 285.9817, angle = -32.22919, collision = h0046B1
x = 448.5353, y = -384.2034, z = 284.8851, angle = 5.797847, collision = h0046B1
x = 448.2904, y = -384.2034, z = 283.6705, angle = 38.10762, collision = h0046B1
x = 447.4871, y = -384.2034, z = 283.0691, angle = 149.1539, collision = h0046B1
x = 447.1967, y = -384.2034, z = 284.1458, angle = -129.189, collision = h0046B1
x = 449.0561, y = -384.2034, z = 285.899, angle = 146.4928, collision = h0046B1
x = 445.6736, y = -384.2034, z = 289.7734, angle = 136.8667, collision = h0046B1
x = 444.7811, y = -384.2034, z = 290.4455, angle = 89.31683, collision = h0046B1
x = 442.2192, y = -384.2034, z = 290.6411, angle = 154.3003, collision = h0046B1
x = 438.4213, y = -384.2034, z = 298.5112, angle = 144.3396, collision = h0046B1
x = 437.1247, y = -384.2034, z = 302.6595, angle = -143.3169, collision = h0047B1
x = 437.7369, y = -384.0533, z = 303.5232, angle = -140.365, collision = h0047B1
x = 438.4091, y = -384.2034, z = 304.3261, angle = -129.7175, collision = h0047B1
x = 439.1238, y = -384.2034, z = 305.0633, angle = -139.645, collision = h0047B1
x = 439.8311, y = -384.2034, z = 305.8247, angle = -125.2766, collision = h0047B1
x = 440.7414, y = -384.2034, z = 306.4568, angle = -118.4675, collision = h0047B1
x = 441.851, y = -384.196, z = 306.6765, angle = -85.26696, collision = h0047B1
x = 443.0253, y = -384.175, z = 306.3643, angle = -43.47484, collision = h0047B1
x = 443.9384, y = -384.1899, z = 305.4622, angle = -46.97695, collision = h0047B1
x = 444.8303, y = -384.2034, z = 304.5368, angle = -32.12885, collision = h0047B1
x = 445.6426, y = -384.2034, z = 303.567, angle = -89.87021, collision = h0047B1
x = 446.7564, y = -384.2034, z = 303.8516, angle = 153.1881, collision = h0047B1
x = 446.2469, y = -384.2034, z = 304.9745, angle = 140.5834, collision = h0047B1
x = 445.4161, y = -384.2034, z = 305.9751, angle = 142.0017, collision = h0047B1
x = 444.6138, y = -384.1648, z = 306.9806, angle = 164.9717, collision = h0047B1
x = 444.4813, y = -384.1296, z = 308.2033, angle = -138.0188, collision = h0047B1
x = 445.4204, y = -384.1378, z = 308.6794, angle = -67.61169, collision = h0047B1
x = 446.624, y = -384.1865, z = 308.1894, angle = -56.19503, collision = h0047B1
x = 447.645, y = -384.2034, z = 307.4269, angle = -47.2322, collision = h0047B1
x = 448.6554, y = -384.2034, z = 306.6182, angle = -75.35502, collision = h0047B1
x = 449.8955, y = -384.2034, z = 306.4286, angle = -158.1041, collision = h0047B1
x = 450.1609, y = -384.2034, z = 307.4815, angle = 136.9476, collision = h0047B1
x = 449.2693, y = -384.2034, z = 308.4194, angle = 126.1154, collision = h0047B1
x = 448.214, y = -384.2034, z = 309.1519, angle = 149.911, collision = h0047B1
x = 447.4243, y = -384.2034, z = 310.1774, angle = 137.062, collision = h0047B1
x = 446.5468, y = -384.1695, z = 311.1187, angle = 136.5945, collision = h0047B1
x = 445.6633, y = -384.1292, z = 312.0639, angle = 179.5264, collision = h0048B1
x = 445.8852, y = -384.1615, z = 313.2122, angle = -139.5197, collision = h0048B1
x = 446.8107, y = -384.201, z = 314.03, angle = -137.8588, collision = h0048B1
x = 447.6815, y = -384.1565, z = 314.9455, angle = -127.8552, collision = h0048B1
x = 448.8889, y = -384.1133, z = 315.3951, angle = -37.99593, collision = h0048B1
x = 449.6013, y = -384.1361, z = 314.3753, angle = 2.752717, collision = h0047B1
x = 449.4654, y = -384.1999, z = 313.1139, angle = 0.8088993, collision = h0047B1
x = 449.4527, y = -384.2034, z = 311.9935, angle = -20.71696, collision = h0047B1
x = 449.8346, y = -384.2034, z = 311.0572, angle = -54.91624, collision = h0047B1
x = 450.9054, y = -384.2034, z = 310.3638, angle = -74.42935, collision = h0047B1
x = 452.1417, y = -384.2034, z = 310.2939, angle = -159.0989, collision = h0047B1
x = 452.5059, y = -384.2034, z = 311.4788, angle = 173.8233, collision = h0047B1
x = 452.2558, y = -384.2034, z = 312.7432, angle = -178.5906, collision = h0047B1
x = 452.5292, y = -384.1578, z = 313.8861, angle = -117.0089, collision = h0047B1
x = 453.7123, y = -384.1716, z = 314.3564, angle = -76.15462, collision = h0047B1
x = 454.9824, y = -384.2034, z = 314.0838, angle = -76.71124, collision = h0047B1
x = 456.2473, y = -384.2034, z = 313.8792, angle = -86.44821, collision = h0047B1
x = 457.5414, y = -384.2034, z = 313.7994, angle = -86.41622, collision = h0047B1
x = 458.8152, y = -383.8668, z = 313.9533, angle = -115.8376, collision = h0047B1
x = 459.9053, y = -384.1196, z = 314.4878, angle = -113.0669, collision = h0047B1
x = 461.0165, y = -384.2034, z = 314.9621, angle = -127.6592, collision = h0047B1
x = 462.0723, y = -384.2034, z = 315.7504, angle = -141.9101, collision = h0047B1
x = 462.8469, y = -384.2034, z = 316.7149, angle = -164.7511, collision = h0047B1
x = 463.1205, y = -384.2034, z = 317.9328, angle = -161.8716, collision = h0047B1
x = 463.4314, y = -384.2034, z = 319.1676, angle = -147.2966, collision = h0046B1
x = 464.0974, y = -384.2034, z = 320.2126, angle = -137.5221, collision = h0046B1
x = 465.0061, y = -384.2034, z = 321.1921, angle = -90.43333, collision = h0046B1
x = 466.0874, y = -384.2034, z = 321.1342, angle = -22.90068, collision = h0046B1
x = 466.674, y = -384.2034, z = 319.9932, angle = 13.82324, collision = h0046B1
x = 466.2224, y = -384.2034, z = 318.7744, angle = 3.88049, collision = h0046B1
x = 466.2933, y = -384.2034, z = 317.6041, angle = -81.48412, collision = h0046B1
x = 467.5168, y = -384.2034, z = 317.4392, angle = -74.92951, collision = h0046B1
x = 468.6737, y = -384.2034, z = 316.9851, angle = -22.14835, collision = h0046B1
x = 469.0497, y = -384.2034, z = 315.7798, angle = 4.4551, collision = h0046B1
x = 468.9426, y = -384.2034, z = 314.4918, angle = -10.34656, collision = h0046B1
x = 469.3765, y = -384.2034, z = 313.4014, angle = -72.51096, collision = h0046B1
x = 470.5989, y = -384.2034, z = 312.997, angle = -72.75725, collision = h0046B1
x = 471.8243, y = -384.2034, z = 312.6012, angle = -65.67722, collision = h0046B1
x = 473.0028, y = -384.2034, z = 312.071, angle = -60.13279, collision = h0046B1
x = 474.1075, y = -384.2034, z = 311.4118, angle = -47.32037, collision = h0046B1
x = 474.9541, y = -384.2034, z = 310.4523, angle = -15.90953, collision = h0046B1
x = 475.253, y = -384.2034, z = 309.2069, angle = 14.24127, collision = h0046B1
x = 474.7216, y = -384.2034, z = 308.0942, angle = 77.85724, collision = h0046B1
x = 473.4888, y = -384.2034, z = 307.9829, angle = 116.0521, collision = h0046B1
x = 472.2688, y = -384.179, z = 308.3202, angle = 70.89935, collision = h0046B1
x = 471.4273, y = -383.6504, z = 308.0581, angle = 28.89451, collision = h0046B1
x = 471.1335, y = -383.09, z = 307.0671, angle = -67.58566, collision = h0046B1
x = 472.1567, y = -383.4679, z = 306.752, angle = 22.91005, collision = h0046B1
